MIBiG accession	compound name	SMILES	PMID / DOI	Added_from
BGC0001955	keratinimicin B	CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C7C(=O)NC(C8=C(C(=CC(=C8)O)O)C9=C(C=CC(=C9)C(C(=O)N7)NC(=O)C5NC(=O)C(NC(=O)C(C(C1=CC=C(O4)C=C1)O)NC(=O)C(C1=CC(=C(C=C1)O)Cl)N)CC1=CC=CC=C1)O)C(=O)O)OC1CC(C(C(O1)C)OC)N)Cl)CO)O)O)N)O	30617293	https://pubchem.ncbi.nlm.nih.gov/compound/134822036#section=Canonical-SMILES
BGC0001955	keratinimicin C	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C7C(=O)NC(C8=C(C(=CC(=C8)O)OC9C(C(C(C(O9)CO)O)O)O)C1=C(C=CC(=C1)C(C(=O)N7)NC(=O)C5NC(=O)C(NC(=O)C(C(C1=CC=C(O4)C=C1)O)NC(=O)C(=O)C1=CC(=C(C=C1)O)Cl)CC1=CC=CC=C1)O)C(=O)O)OC1CC(C(C(O1)C)OC)N)Cl)CO)O)O)O)O)O	30617293	https://pubchem.ncbi.nlm.nih.gov/compound/134822033#section=Canonical-SMILES
BGC0001955	keratinimicin D	CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C7C(=O)NC(C8=C(C(=CC(=C8)O)OC9C(C(C(C(O9)CO)O)O)O)C1=C(C=CC(=C1)C(C(=O)N7)NC(=O)C5NC(=O)C(NC(=O)C(C(C1=CC=C(O4)C=C1)O)NC(=O)C(=O)C1=CC(=C(C=C1)O)Cl)CC1=CC=CC=C1)O)C(=O)O)OC1CC(C(C(O1)C)OC)N)Cl)CO)O)O)N)O	30617293	https://pubchem.ncbi.nlm.nih.gov/compound/134822032#section=Canonical-SMILES
BGC0001956	miharamycin A	C1C(C2(C(C(OC(C2O1)N3C=NC4=CN=C(N=C43)N)C(C(=O)O)NC(=O)C(CCCN(C(=N)N)O)N)O)O)O	10.1021/jacs.9b0302	https://pubchem.ncbi.nlm.nih.gov/compound/202591#section=Canonical-SMILES
BGC0001956	miharamycin B	C1C(C2(C(C(OC(C2O1)N3C=NC4=CN=C(N=C43)N)C(C(=O)O)NC(=O)C(CCCN=C(N)N)N)O)O)O	10.1021/jacs.9b0302	https://pubchem.ncbi.nlm.nih.gov/compound/202590#section=Canonical-SMILES
BGC0001957	amipurimycin	C1CC(C(C1)N)C(=O)NC(C2CC(C(C(O2)N3C=NC4=CN=C(N=C43)N)O)(C(CO)O)O)C(=O)O	10.1021/jacs.9b0302	https://pubchem.ncbi.nlm.nih.gov/compound/162956#section=Canonical-SMILES
BGC0001958	amipurimycin	C1CC(C(C1)N)C(=O)NC(C2CC(C(C(O2)N3C=NC4=CN=C(N=C43)N)O)(C(CO)O)O)C(=O)O	30990701	https://pubchem.ncbi.nlm.nih.gov/compound/162956#section=Canonical-SMILES
BGC0001959	taylorflavin A	CN1C(=O)C2=NC(=O)N(N=C2NC1=O)C	30830740	https://pubchem.ncbi.nlm.nih.gov/compound/146682337#section=Canonical-SMILES
BGC0001960	hiroshidine	CC1C23C(C4=C(C=CC(=C4C(=O)C2(O3)C(C(O1)CC(=O)OC)O)C5CCC(N5C)C(C)O)O)O	30830740	https://pubchem.ncbi.nlm.nih.gov/compound/146682338#section=Canonical-SMILES
BGC0001962	hierridin B	CCCCCCCCCCCCCCCC1=C(C(=CC(=C1)OC)OC)O	30715888	https://pubchem.ncbi.nlm.nih.gov/compound/10021709#section=Canonical-SMILES
BGC0001965	nybomycin	CC1=CC(=O)N2COC3=C2C1=CC4=C3N(C(=O)C=C4CO)C	30400361	https://pubchem.ncbi.nlm.nih.gov/compound/169159#section=Canonical-SMILES
BGC0001968	cadaside A	CCC(C)CCC=CC=CC(=O)NCC(C)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC2C(OC(=O)CN(C(=O)C(NC(=O)C(NC(=O)CNC(=O)C3CCCN3C(=O)C(NC(=O)C(NC(=O)C(NC2=O)C(C)CC)CC(=O)O)C(C(=O)O)O)CCC(=O)O)CC(C(=O)O)O)C)C	30735616	https://pubchem.ncbi.nlm.nih.gov/compound/146682091#section=Canonical-SMILES
BGC0001968	cadaside B	CCC(C)C1C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)NCC(=O)NC(C(=O)NC(C(=O)N(CC(=O)OC(C(C(=O)N1)NC(=O)C(CC3=CC=C(C=C3)O)NC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(C)CNC(=O)C=CC=CCCC(C)C)C)C)CC(C(=O)O)O)CCC(=O)O)C(C(=O)O)O)CC(=O)O	30735616	https://pubchem.ncbi.nlm.nih.gov/compound/146682092#section=Canonical-SMILES
BGC0001969	asperterpenoid A	CC(C)C1CCC2(C1C3C4CC4(C5CCC(=C5CC3(CC2)CO)C(=O)O)C)C	30548032,10.1039/c8ob02832	https://pubchem.ncbi.nlm.nih.gov/compound/71578630#section=Canonical-SMILES
BGC0001970	malyngamide C acetate	CCCCCCCC(CC=CCCC(=O)NCC(=CCl)C12C(O1)C(CCC2=O)OC(=O)C)OC	30444349	https://pubchem.ncbi.nlm.nih.gov/compound/49782891#section=Canonical-SMILES
BGC0001971	malyngamide I	CCCCCCCC(CC=CCCC(=O)N(C)CC(=CCl)C12C(O1)CC(C(C2=O)C)O)OC	30444349	https://pubchem.ncbi.nlm.nih.gov/compound/132568072#section=Canonical-SMILES
BGC0001972	toxoflavin	CN1C2=NC(=O)N(C(=O)C2=NC=N1)C	30565634	https://pubchem.ncbi.nlm.nih.gov/compound/66541#section=Canonical-SMILES
BGC0001972	fervenulin	CN1C2=C(C(=O)N(C1=O)C)N=CN=N2	30565634	https://pubchem.ncbi.nlm.nih.gov/compound/249646#section=Canonical-SMILES
BGC0001973	fervenulin	CN1C2=C(C(=O)N(C1=O)C)N=CN=N2	30565634	https://pubchem.ncbi.nlm.nih.gov/compound/249646#section=Canonical-SMILES
BGC0001974	kainic acid	CC(=C)C1CNC(C1CC(=O)O)C(=O)O	30995339	https://pubchem.ncbi.nlm.nih.gov/compound/10255#section=Canonical-SMILES
BGC0001975	atratumycin	CC1C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)O1)CC3=CC=C(C=C3)O)CC(C)C)C(C)C)C(C4=CC=CC=C4)O)CC(=O)N)CC5=CNC6=CC=CC=C65)CO)NC(=O)C=CC7=CC=CC=C7C	30746943	https://pubchem.ncbi.nlm.nih.gov/compound/146683158#section=Canonical-SMILES
BGC0001976	eupenifeldin	CC1=C2CC3CC(C4(C(CC5=C(C=C(C(=O)C=C5O4)O)C)CC(C=CCC3(OC2=CC(=O)C(=C1)O)C)(C)C)C)O	30980906	https://pubchem.ncbi.nlm.nih.gov/compound/135612713#section=Canonical-SMILES
BGC0001977	eupenifeldin	CC1=C2CC3CC(C4(C(CC5=C(C=C(C(=O)C=C5O4)O)C)CC(C=CCC3(OC2=CC(=O)C(=C1)O)C)(C)C)C)O	30980906	https://pubchem.ncbi.nlm.nih.gov/compound/135612713#section=Canonical-SMILES
BGC0001980	lokisin	CCCCCCCC(CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC1C(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CC(C)C)CC(C)C)CO)CC(C)C)CO)CC(C)C)C(C)CC)CC(=O)O)C)O	31354771	https://pubchem.ncbi.nlm.nih.gov/compound/101182636#section=Canonical-SMILES
BGC0001982	pyrichalasin H	CC1CC=CC2C(C(=C)C(C3C2(C(C=CC(C1)(C)O)OC(=O)C)C(=O)NC3CC4=CC=C(C=C4)OC)C)O	31099577	https://pubchem.ncbi.nlm.nih.gov/compound/101588736#section=Canonical-SMILES
BGC0001984	sarpeptin A	CC(C)CCC=CC=CC(=O)NCC(=O)NCC(=O)NC(C(C(=O)O)O)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(C(C)O)C(=O)NC(CC(C)C)C(=O)NC(C(C(=O)O)O)C(=O)N	10.1021/acs.jnatprod.9b0007	https://pubchem.ncbi.nlm.nih.gov/compound/145721067#section=Canonical-SMILES
BGC0001984	sarpeptin B	CCC(C)CCC=CC=CC(=O)NCC(=O)NCC(=O)NC(C(C(=O)O)O)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(C(C)O)C(=O)NC(CC(C)C)C(=O)NC(C(C(=O)O)O)C(=O)N	10.1021/acs.jnatprod.9b0007	https://pubchem.ncbi.nlm.nih.gov/compound/145721068#section=Canonical-SMILES
